nombre|carrera|plan|materia|nombre_materia|anio_de_cursada|periodo_dictado|obligatoria
Licenciatura en Ciencias Matemáticas|205|1995|4112|Sobre Radical de Jacobson|||N
Licenciatura en Ciencias Matemáticas|205|1995|4114|Programación en Phyton|||N
Licenciatura en Ciencias Matemáticas|205|1995|4115|Computaçao Lógíca e Teoría Dos Conjuntos|||N
Licenciatura en Ciencias Matemáticas|205|1995|4116|Programación en Python|||N
Licenciatura en Ciencias Matemáticas|205|1995|4117|Introducción a la Teoría de Retículos Distribuídos|||N
Licenciatura en Ciencias Matemáticas|205|1995|4118|Cuerpos Finitos|||N
Licenciatura en Ciencias Matemáticas|205|1995|4119|Teoría del Grado|||N
Licenciatura en Ciencias Matemáticas|205|2004|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0126|Taller de Computación|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0145|Algebra I|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0125|Algebra Lineal|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0127|Matemática Discreta|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|4024|Elementos de Física|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0011|Análisis Matemático II|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0128|Complementos de Análisis|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|4023|Elementos de Lógica y Teoría de Conjuntos|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0146|Topología I|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0149|Algebra II|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|4026|Probabilidad Y Estadística Matemática|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0044|Análisis Matemático III|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0129|Topología II|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0130|Ecuaciones Diferenciales I|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0045|Cálculo Numérico|3|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0054|Funciones Reales I|3|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0147|Algebra III|3|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0055|Geometría Diferencial|4|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0057|Funciones Reales II|4|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0131|Modelización Matemática|4|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0132|Ecuaciones Diferenciales II|4|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0148|Algebra IV|4|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0056|Análisis Matemático IV|5|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0202|Trabajo Final|5|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|2004|0001|Introducción a la Programación I|||N
Licenciatura en Ciencias Matemáticas|205|2004|0004|Ciencias de la Computación I|||N
Licenciatura en Ciencias Matemáticas|205|2004|0005|Introducción a la Programación II|||N
Licenciatura en Ciencias Matemáticas|205|2004|0008|Ciencias de la Computación II|||N
Licenciatura en Ciencias Matemáticas|205|2004|0017|Inglés|||N
Licenciatura en Ciencias Matemáticas|205|2004|0239|Prueba de Aptitud de Ingles|||N
Licenciatura en Ciencias Matemáticas|205|2004|1009|Introducción a la Lógica Matemática|||N
Licenciatura en Ciencias Matemáticas|205|2004|1072|Introducción a la Lógica Modal|||N
Licenciatura en Ciencias Matemáticas|205|2004|1193|Sistemas de Información Geográfica Open Source|||N
Licenciatura en Ciencias Matemáticas|205|2004|1215|Introducción a la Simulación de Sistemas Dinámicos|||N
Licenciatura en Ciencias Matemáticas|205|2004|1232|Minería de Datos con R|||N
Licenciatura en Ciencias Matemáticas|205|2004|1255|Introducción a los Fundamentos de las Criptomonedas|||N
Licenciatura en Ciencias Matemáticas|205|2004|1302|Tecnologías Disruptivas de la Industria 4.0|||N
Licenciatura en Ciencias Matemáticas|205|2004|3020|Modelos Matemáticos en Ecotoxicología|||N
Licenciatura en Ciencias Matemáticas|205|2004|3030|Tópicos de Matemática Aplicada|||N
Licenciatura en Ciencias Matemáticas|205|2004|4001|Introducción a Grupos de Lie|||N
Licenciatura en Ciencias Matemáticas|205|2004|4002|Introducción a Modelos Lineales|||N
Licenciatura en Ciencias Matemáticas|205|2004|4003|Modelos Matemáticos de Poblaciones Fluctuantes|||N
Licenciatura en Ciencias Matemáticas|205|2004|4004|Lógica Proposicional y Algebras de Boole|||N
Licenciatura en Ciencias Matemáticas|205|2004|4005|Elementos de Análisis Multivariado|||N
Licenciatura en Ciencias Matemáticas|205|2004|4006|Modelos Matriciales de Población|||N
Licenciatura en Ciencias Matemáticas|205|2004|4007|Algunos Complementos de Variable Compleja|||N
Licenciatura en Ciencias Matemáticas|205|2004|4008|Segundo Curso de Variable Compleja|||N
Licenciatura en Ciencias Matemáticas|205|2004|4009|Teoría de Invariantes|||N
Licenciatura en Ciencias Matemáticas|205|2004|4010|Teoría de matrices|||N
Licenciatura en Ciencias Matemáticas|205|2004|4011|Tópicos de Dualidad en Algunos Espacios Normados|||N
Licenciatura en Ciencias Matemáticas|205|2004|4012|Elementos de la Teoría de Módulos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4013|Tópicos de Geometría|||N
Licenciatura en Ciencias Matemáticas|205|2004|4014|Introducción a la Teoría de Juegos y Desiciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4015|Introducción al Tratamiento Numérico de los Problemas de Valores Inic. para Ecuas.Diferenciales Ord.|||N
Licenciatura en Ciencias Matemáticas|205|2004|4016|Introducción al Cálculo de Variaciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4017|Análisis de Regresión|||N
Licenciatura en Ciencias Matemáticas|205|2004|4018|Series y Tranformadas de Fourier con Aplicaciones a Ecuaciones en Derivadas Parciales|||N
Licenciatura en Ciencias Matemáticas|205|2004|4019|Sobreanálisis Espectral|||N
Licenciatura en Ciencias Matemáticas|205|2004|4020|Vectores y Tensores con sus Aplicaciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4021|Introducción a la Teoría de Retículos Distributivos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4022|Análisis de Fourier y Aplicaciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4025|Algebra Lineal Avanzada|||N
Licenciatura en Ciencias Matemáticas|205|2004|4027|Una Introducción Algebraica a la Lógica Modal|||N
Licenciatura en Ciencias Matemáticas|205|2004|4028|Sobre Continuidad Automática en Algebras de Banach|||N
Licenciatura en Ciencias Matemáticas|205|2004|4029|Modelos Matemáticos en Biología|||N
Licenciatura en Ciencias Matemáticas|205|2004|4030|Elementos de Procesos Estocásticos, Cadenas de Markov y Martingalas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4031|Modelos Poblacionales Discretos: Matrices y Grafos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4032|Funciones Generadoras|||N
Licenciatura en Ciencias Matemáticas|205|2004|4033|Cálculo Estocástico con Aplicaciones a Juegos Estocásticos y Finanzas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4034|Algebra Conmutativa|||N
Licenciatura en Ciencias Matemáticas|205|2004|4035|Elementos de Topología Algebraica|||N
Licenciatura en Ciencias Matemáticas|205|2004|4036|Seminario de Lectura y Análisis de Artículos de Matemática Aplicada|||N
Licenciatura en Ciencias Matemáticas|205|2004|4037|Introducción a la Optimización Convexa|||N
Licenciatura en Ciencias Matemáticas|205|2004|4038|Tópicos en Topología Algebraica|||N
Licenciatura en Ciencias Matemáticas|205|2004|4039|Modelización de Poblaciones Estructuradas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4040|Acciones de Grupos en Espacios Topológicos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4041|Herramientas Estadísticas para el Diseño y Análisis de Experimentos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4042|Recurrencia, Combinatoria y Grafos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4043|Introducción a la Programación de Métodos Numéricos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4044|La Realización de Springer|||N
Licenciatura en Ciencias Matemáticas|205|2004|4045|Modelos Dinámicos en Biología|||N
Licenciatura en Ciencias Matemáticas|205|2004|4046|Elementos de Algebra en Análisis Funcional|||N
Licenciatura en Ciencias Matemáticas|205|2004|4047|Representaciones de Grupos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4048|Análisis de Procrustes: Una Introducción|||N
Licenciatura en Ciencias Matemáticas|205|2004|4049|Teoría de Distribuciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4050|Introducción a la Geometría Computacional|||N
Licenciatura en Ciencias Matemáticas|205|2004|4051|Optimización Convexa|||N
Licenciatura en Ciencias Matemáticas|205|2004|4052|Introducción al Algebra Universal|||N
Licenciatura en Ciencias Matemáticas|205|2004|4053|Teoría Espectral en Algebras de Banach|||N
Licenciatura en Ciencias Matemáticas|205|2004|4054|Representaciones de Algebras de Lie|||N
Licenciatura en Ciencias Matemáticas|205|2004|4055|Procesos Estocásticos  y Teoría de Colas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4056|Topología Algebraica: El Grupo Fundamental y Espacios Recubridores|||N
Licenciatura en Ciencias Matemáticas|205|2004|4057|Introducción al Análisis Funcional en Espacios de Hilbert|||N
Licenciatura en Ciencias Matemáticas|205|2004|4058|Distribuciones, Transformada de Fourier y Aplicaciones al Análisis Armónico|||N
Licenciatura en Ciencias Matemáticas|205|2004|4059|Distributividad en Semiretículos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4060|Estructuras Algebraicas en Análisis Funcional|||N
Licenciatura en Ciencias Matemáticas|205|2004|4061|Modelos de Ocupación - Análisis de Comunidades|||N
Licenciatura en Ciencias Matemáticas|205|2004|4062|Topología Algebraica|||N
Licenciatura en Ciencias Matemáticas|205|2004|4063|Introducción a la Lógica Algebraica|||N
Licenciatura en Ciencias Matemáticas|205|2004|4064|Teoría Espectral de Grafos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4065|Cuerpos Finitos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4066|Una Introducción a las Cadenas de Markov y Aplicaciones|||N
Licenciatura en Ciencias Matemáticas|205|2004|4067|Optimización|||N
Licenciatura en Ciencias Matemáticas|205|2004|4068|Procesos Estocásticos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4069|Espectros en Algebras de Banach|||N
Licenciatura en Ciencias Matemáticas|205|2004|4070|Fundamentos de la Matemática|||N
Licenciatura en Ciencias Matemáticas|205|2004|4071|Introducción al Análisis de Procrustes|||N
Licenciatura en Ciencias Matemáticas|205|2004|4072|Análisis de Fourier y Aplicaciones RCA157/2015|||N
Licenciatura en Ciencias Matemáticas|205|2004|4073|Seminario de Problemas Inversos y Campos de Markov|||N
Licenciatura en Ciencias Matemáticas|205|2004|4074|Teoría de Grupos de Lie|||N
Licenciatura en Ciencias Matemáticas|205|2004|4075|Algebras Amenables|||N
Licenciatura en Ciencias Matemáticas|205|2004|4076|Análisis Armónico|||N
Licenciatura en Ciencias Matemáticas|205|2004|4077|Espacios de Orlicz|||N
Licenciatura en Ciencias Matemáticas|205|2004|4078|Introducción a la Teoría de Números|||N
Licenciatura en Ciencias Matemáticas|205|2004|4079|Fundamentos de la Lógica de Primer Orden|||N
Licenciatura en Ciencias Matemáticas|205|2004|4082|Espacios de Aproximación: Un Enfoque Algebraico|||N
Licenciatura en Ciencias Matemáticas|205|2004|4083|Introducción al Modelado Matemático Basado en Ecuaciones Diferenciales|||N
Licenciatura en Ciencias Matemáticas|205|2004|4084|Variación Total Generalizada|||N
Licenciatura en Ciencias Matemáticas|205|2004|4085|Modelos Matemáticos para el Tráfico y el Transporte|||N
Licenciatura en Ciencias Matemáticas|205|2004|4086|Topología Algebraica: El Grupo Fundamental y Espacios Recubridores|||N
Licenciatura en Ciencias Matemáticas|205|2004|4087|Introducción a la Teoría de Números|||N
Licenciatura en Ciencias Matemáticas|205|2004|4088|Sobre Complejidad y Matemática Elemental|||N
Licenciatura en Ciencias Matemáticas|205|2004|4089|Teoría y Aplicaciones del Cálculo Fraccionario|||N
Licenciatura en Ciencias Matemáticas|205|2004|4090|Análisis Convexo|||N
Licenciatura en Ciencias Matemáticas|205|2004|4091|Introducción a la Estadística Bayesiana|||N
Licenciatura en Ciencias Matemáticas|205|2004|4092|Herramientas de Algebra en Análisis Funcional|||N
Licenciatura en Ciencias Matemáticas|205|2004|4093|Geometría y Algebra en Modelos de Física y Matemática|||N
Licenciatura en Ciencias Matemáticas|205|2004|4094|Resolución de Problemas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4095|Algebras Espectrales|||N
Licenciatura en Ciencias Matemáticas|205|2004|4096|Animación Geogebra|||N
Licenciatura en Ciencias Matemáticas|205|2004|4097|Productos Tensoriales de Espacios Vectoriales|||N
Licenciatura en Ciencias Matemáticas|205|2004|4098|Estructuras Algebraicas Ordenadas|||N
Licenciatura en Ciencias Matemáticas|205|2004|4099|Algebra Homológica|||N
Licenciatura en Ciencias Matemáticas|205|2004|4100|Taller de Matemátca Aplicada|||N
Licenciatura en Ciencias Matemáticas|205|2004|4101|Programación en Python|||N
Licenciatura en Ciencias Matemáticas|205|2004|4102|Topología Algebraica: El Grupo Fundamental y Espacios Recubridores|||N
Licenciatura en Ciencias Matemáticas|205|2004|4103|Algebra Lineal para Aprendizaje Automático|||N
Licenciatura en Ciencias Matemáticas|205|2004|4104|Complementos en Temas de Variable Compleja|||N
Licenciatura en Ciencias Matemáticas|205|2004|4105|Ecuaciones Diferenciales con Retardo|||N
Licenciatura en Ciencias Matemáticas|205|2004|4106|Funciones Analíticas en Espacios de Banach|||N
Licenciatura en Ciencias Matemáticas|205|2004|4107|Sobre Algebras de Banach|||N
Licenciatura en Ciencias Matemáticas|205|2004|4108|Inteligencia Artificial|||N
Licenciatura en Ciencias Matemáticas|205|2004|4109|Teoría Cualitativa de Ecuaciones con Retardo|||N
Licenciatura en Ciencias Matemáticas|205|2004|4110|Teoría de Categorías|||N
Licenciatura en Ciencias Matemáticas|205|2004|4111|Teoría de Puntos Fijos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4112|Sobre Radical de Jacobson|||N
Licenciatura en Ciencias Matemáticas|205|2004|4114|Programación en Phyton|||N
Licenciatura en Ciencias Matemáticas|205|2004|4115|Computaçao Lógíca e Teoría Dos Conjuntos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4116|Programación en Python|||N
Licenciatura en Ciencias Matemáticas|205|2004|4117|Introducción a la Teoría de Retículos Distribuídos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4118|Cuerpos Finitos|||N
Licenciatura en Ciencias Matemáticas|205|2004|4119|Teoría del Grado|||N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0240|Introducción al Algebra|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0241|Tópicos de Geometría|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0242|Análisis I|1|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0243|Algebra Lineal I|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0244|Computación para la Matemática|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0245|Taller de Resolución de Problemas|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4023|Elementos de Lógica y Teoría de Conjuntos|1|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0040|Inglés I|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0246|Algebra Lineal II|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0247|Análisis II|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0248|Mecánica Clásica|2|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0041|Inglés II|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0249|Introducción a la Topología|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4026|Probabilidad Y Estadística Matemática|2|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0250|Ecuaciones Diferenciales Ordinarias|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0251|Análisis Complejo|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0252|Teoría de la Medida e Integral de Lebesgue|3|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0045|Cálculo Numérico|3|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0253|Estructuras Algebraicas|3|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0254|Ecuaciones Diferenciales en Derivadas Parciales|4|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0255|Topología General|4|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0055|Geometría Diferencial|4|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0131|Modelización Matemática|4|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0256|Análisis Funcional|5|1er Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|0202|Trabajo Final|5|2do Cuatrimestre|S
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4103|Algebra Lineal para Aprendizaje Automático||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4104|Complementos en Temas de Variable Compleja||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4105|Ecuaciones Diferenciales con Retardo||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4106|Funciones Analíticas en Espacios de Banach||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4110|Teoría de Categorías||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4111|Teoría de Puntos Fijos||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4112|Sobre Radical de Jacobson||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4113|Teoría de Categorías||1er Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|1072|Introducción a la Lógica Modal||2do Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4109|Teoría Cualitativa de Ecuaciones con Retardo||2do Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4117|Introducción a la Teoría de Retículos Distribuídos||2do Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4118|Cuerpos Finitos||2do Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4119|Teoría del Grado||2do Cuatrimestre|N
Licenciatura en Ciencias Matemáticas|205|LCM 2017|4108|Inteligencia Artificial|||N
Ingeniería de Sistemas|206|1988|0503|Lógica|1|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0530|Algebra I|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0040|Inglés I|1|Anual|S
Ingeniería de Sistemas|206|1988|0500|Análisis Matemático I|1|Anual|S
Ingeniería de Sistemas|206|1988|0501|Física I y Trabajos de Laboratorio|1|Anual|S
Ingeniería de Sistemas|206|1988|0502|Computación I|1|Anual|S
Ingeniería de Sistemas|206|1988|0507|Probabilidades y Estadística I|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0508|Análisis de Sistemas I|2|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0504|Análisis Matemático II|2|Anual|S
Ingeniería de Sistemas|206|1988|0505|Física II y Trabajos de Laboratorio|2|Anual|S
Ingeniería de Sistemas|206|1988|0506|Computación II|2|Anual|S
Ingeniería de Sistemas|206|1988|0531|Algebra II|2|Anual|S
Ingeniería de Sistemas|206|1988|0513|Lenguajes de Programación|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0514|Análisis de Sistemas II|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0515|Teoría de la Computación|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0516|Probabilidades y Estadísticas II|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0041|Inglés II|3|Anual|S
Ingeniería de Sistemas|206|1988|0509|Computación III|3|Anual|S
Ingeniería de Sistemas|206|1988|0510|Arquitectura y Programación del Procesador|3|Anual|S
Ingeniería de Sistemas|206|1988|0511|Diseño de Sistemas|3|Anual|S
Ingeniería de Sistemas|206|1988|0512|Estructura de Datos|3|Anual|S
Ingeniería de Sistemas|206|1988|0522|Diseño y Arquitectura de Computadoras|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0525|Introducción a los Sistemas Operativos|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0533|Procesos Estocásticos|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0519|Bases de Datos|4|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0532|Teoría de la Información|4|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|0517|Comunicación de Datos|4|Anual|S
Ingeniería de Sistemas|206|1988|0518|Investigación Operativa|4|Anual|S
Ingeniería de Sistemas|206|1988|0520|Introducción al Trabajo Final|4|Anual|S
Ingeniería de Sistemas|206|1988|0521|Micro y Macro Economía|4|Anual|S
Ingeniería de Sistemas|206|1988|0523|Fundamentos y Realización de Compiladores|4|Anual|S
Ingeniería de Sistemas|206|1988|0524|Dirección General y Administración|4|Anual|S
Ingeniería de Sistemas|206|1988|0526|Sistemas Operativos|4|Anual|S
Ingeniería de Sistemas|206|1988|9012|Optativa I (orient.Sist.Inf.)|5|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1988|9014|Optativa I (orient.Cs.Comp.)|5|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1988|9015|Optativa II (orient.Cs.Comp.)|5|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1988|0529|Ingeniería Legal y Laboral|5|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1988|9013|Optativa II (orient.Sist.Inf.)|5|2do Cuatrimestre|N
Ingeniería de Sistemas|206|1988|9016|Optativa III (orient.Cs.Comp.)|5|2do Cuatrimestre|N
Ingeniería de Sistemas|206|1988|0527|Control Automático|5|Anual|S
Ingeniería de Sistemas|206|1988|0528|Modelos y Simulación Discreta|5|Anual|S
Ingeniería de Sistemas|206|1988|0205|Trabajo Final|5||S
Ingeniería de Sistemas|206|1995|0001|Introducción a la Programación I|1|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0145|Algebra I|1|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0004|Ciencias de la Computación I|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0005|Introducción a la Programación II|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0007|Física General|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0125|Algebra Lineal|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0127|Matemática Discreta|1|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0008|Ciencias de la Computación II|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0009|Análisis y Diseño de Algoritmos I|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0010|Introducción a la Arquitectura de Sistemas|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0011|Análisis Matemático II|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0012|Electricidad y Magnetismo|2|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0013|Análisis y Diseño de Algoritmos II|2|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0014|Comunicación de Datos I|2|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0015|Probabilidades y Estadística|2|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0016|Electrónica Digital|2|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0017|Inglés|2|2do Cuatrimestre|N
Ingeniería de Sistemas|206|1995|0019|Estructuras de Almacenamiento de Datos|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0020|Metodologías de Desarrollo de Software I|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0021|Arquitectura de Computadoras I|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0022|Programación Orientada a Objetos|3|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0018|Programación Exploratoria|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0023|Bases de Datos I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0024|Lenguajes de Programación I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0025|Sistemas Operativos I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0026|Investigación Operativa I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0027|Arquitectura de Computadoras y Técnicas Digitales|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0028|Teoría de la Información|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0029|Comunicación de Datos II|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0030|Introducción al Cálculo Diferencial e Integral|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|1995|0163|Configuración y Mantenimiento de Sistemas Operativos Orientados a Redes I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1001|Arquitecturas de Software Reflexivas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1002|Tópicos Avanzados en Bases de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1003|Procesamiento de Sonido|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1004|Procesamiento de Imágenes I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1005|Lenguajes de Programación II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1006|Sistemas Operativos II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1007|Sistemas Distribuidos I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1008|Modelos Dinámicos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1009|Introducción a la Lógica Matemática|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1010|Sistemas de Información y Concepción de BDOO|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1011|Microeconomía|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1012|Dirección General y Administración I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|1995|1013|Evaluación de Proyectos|4|1er Cuatrimestre|N
